,address,name_tag,label
158,0x1e625d475d2564ece0424d961b1acc7f471afc81,INFINI.CASH (IC$♾️),"TokenTracker,DeFi"
159,0x93b5f52cbe50be12ce6b89ca6e28525ca579cbf9,Asac Coin Finance Token (ASAC),"TokenTracker,DeFi"
160,0xf34842d05a1c888ca02769a633df37177415c2f8,IdleUSDT v4 [Best yield] (idleUSDTYield),"TokenTracker,DeFi"
161,0xf9209d900f7ad1dc45376a2caa61c78f6dea53b6,LIFT.Kitchen (LIFT),"TokenTracker,DeFi"
162,0x7aaa323d7e398be4128c7042d197a2545f0f1fea,Cream OMGToken (crOMG),"TokenTracker,DeFi"
163,0x6fcBBB527Fb2954BED2B224A5BB7c23C5AeEb6E1,oneETH (oneETH),"TokenTracker,DeFi"
164,0x00aba6fe5557de1a1d565658cbddddf7c710a1eb,EASY V2 (EZ),"TokenTracker,DeFi"
165,0x15fcfd53fec9b72cf3725649f3ec4603077ad21e,ZENTEREST HEGIC (zenHEGIC),"TokenTracker,DeFi"
166,0xcd91538b91b4ba7797d39a2f66e63810b50a33d0,ARC STABLEx (STABLEx),"TokenTracker,DeFi"
167,0x10a3da2bb0fae4d591476fd97d6636fd172923a8,Cream Hegic (crHEGIC),"TokenTracker,DeFi"
168,0x2132f6f5a45ab821e99dc1275da764776ceb2530,MetaSpace REIT (MREIT),"TokenTracker,DeFi"
169,0x35A18000230DA775CAc24873d00Ff85BccdeD550,Compound Uniswap (cUNI),"TokenTracker,DeFi"
170,0x674C6Ad92Fd080e4004b2312b45f796a192D27a0,Neutrino USD (USDN),"TokenTracker,DeFi"
171,0x90e6E082B0aa4bf6AFBA0d11163d920A534EBae4,Defiance (DEF),"TokenTracker,DeFi"
172,0xC8048270f2d0170c7c7C13E1447CCBb4BCE4ecbD,Ricefarming Money (RFM),"TokenTracker,DeFi"
173,0x3942B4DaB270b85F20C7d40178862cB7B877EDC8,Lampgram (LAM),"TokenTracker,DeFi"
174,0xfdcdfa378818ac358739621ddfa8582e6ac1adcb,Curio Stable Coin (CSC),"TokenTracker,DeFi"
175,0x1dA01e84F3d4e6716F274c987Ae4bEE5DC3C8288,DefiBids (BID),"TokenTracker,DeFi"
176,0x67e74603df95cabbebc6795478c2402a01ea1517,Wurstcoin (WURST),"TokenTracker,DeFi"
177,0xde3e18ecb613498b9a1483af51394ec2259bcd0a,DeFiat Points v2 (DFTPv2),"TokenTracker,DeFi"
